community,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumIlleg,PctIlleg,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,RentLowQ,RentMedian,RentHighQ,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LandArea,PopDens,PctUsePubTrans,ViolentCrimesPerPop
Westontown,0,0.64,0.01,0.92,0.29,0.03,0.53,0.41,0.37,0.45,0.01,0.91,1,0.58,0.4,0.97,0.41,0.07,0.32,1,1,1,0.75,0,0.97,0.47,0.34,0,0.08,0.04,0.02,1,0.18,0.47,0.25,0.88,0,1,0.12,0.38,0.13,0.13,0.45,0.93,0.95,0.96,0.88,0.3,0.26,0,0.04,0.01,0.18,0.17,0.26,0.36,0.11,0.09,0.12,0.16,0.85,0.04,0.18,0.21,0.56,0.58,0.29,0.9,0,0.08,1,0.01,0.84,0.87,0.05,0.68,0.35,0,0,1,1,1,0.57,1,1,1,0.58,0.38,0.46,0,0,0.25,0.54,0.8,0.69,0.77,0.05,0.05,0.41,0.05
Millburntownship,0.01,0.46,0.02,0.91,0.3,0.03,0.32,0.31,0.2,0.55,0.03,1,1,0.62,0.17,0.96,0.53,0.08,0.46,1,1,1,0.45,0,0.61,0.86,1,0,0.04,0.1,0.1,1,0.07,0.51,0.17,0.7,0.02,1,0.11,0.32,0.16,0.14,0.44,0.92,0.95,0.98,0.81,0.18,0.17,0,0.04,0.02,0.27,0.3,0.3,0.33,0.25,0.24,0.22,0.23,0.73,0.08,0.14,0.15,0.5,0.56,0.17,0.86,0.02,0.18,0.5,0.01,0.92,0.8,0.12,0.47,0.17,0.01,0.14,0.89,1,1,0.82,0.81,0.97,0.81,0.53,0.36,0.37,0.01,0,0.39,0.41,0.8,0.69,0.59,0.02,0.17,0.98,0.05
Dunedincity,0.04,0.17,0.02,0.98,0.02,0.03,0.2,0.24,0.15,1,0.05,1,0.24,0.1,0.17,0.67,0.96,0.16,0.97,0.29,0.4,0.39,0.13,0.38,0.27,0.5,0.51,0.02,0.18,0.18,0.3,0.29,0.2,0.23,0.2,0.43,0.24,0.39,0.52,0.21,0.49,0.53,0.15,0.6,0.64,0.64,0.47,0.6,0.76,0.01,0.06,0.02,0.12,0.13,0.12,0.15,0.06,0.06,0.05,0.05,0.89,0.04,0.05,0.05,0.16,0.18,0.17,0.67,0.05,0.79,0,0.13,0.42,0.65,0.04,0.17,0.71,0.15,0,0.16,0.15,0.15,0.32,0.33,0.36,0.34,0.58,0.55,0.22,0,0,0.21,0.06,0.48,0.56,0.37,0.03,0.27,0.04,0.21
Stocktoncity,0.32,0.66,0.19,0.35,1,0.46,0.48,0.52,0.35,0.32,0.33,1,0.25,0.45,0.26,0.31,0.42,1,0.46,0.24,0.21,0.29,0.2,0.14,0.16,0.27,0.28,0.4,0.57,0.61,0.58,0.23,0.7,0.31,0.26,0.45,0.45,0.35,0.61,0.53,0.64,0.65,0.8,0.47,0.5,0.55,0.54,0.23,0.18,0.2,0.44,0.32,0.32,0.47,0.6,0.71,0.51,0.66,0.76,0.83,0.36,0.73,0.82,0.73,0.68,0.57,0.78,0.29,0.77,0.64,0,0.2,0.81,0.36,0.36,0.22,0.65,0.29,0.39,0.22,0.24,0.26,0.33,0.34,0.38,0.35,0.67,0.51,0.24,0.3,0.14,0.67,0.53,0.4,0.65,0.7,0.15,0.34,0.11,0.65
Greenburghtown,0.12,0.46,0.26,0.66,0.47,0.11,0.3,0.36,0.21,0.45,0.13,1,0.78,0.69,0.23,0.75,0.44,0.11,0.53,0.82,0.84,0.91,0.43,0.37,0.64,0.45,0.6,0.03,0.09,0.16,0.19,0.76,0.24,0.6,0.24,0.73,0.13,0.85,0.23,0.38,0.3,0.28,0.44,0.81,0.73,0.89,0.77,0.36,0.4,0.03,0.18,0.1,0.43,0.51,0.52,0.51,0.54,0.57,0.52,0.48,0.65,0.19,0.21,0.21,0.46,0.51,0.36,0.69,0.12,0.46,0.5,0.07,0.85,0.66,0.12,0.47,0.31,0.06,0.15,0.75,0.8,0.84,0.55,0.62,0.89,0.63,0.34,0.55,0.78,0.31,0,0.54,0.67,0.73,0.69,0.73,0.09,0.23,1,0.1
Plainviewcity,0.02,0.59,0.13,0.45,0.03,0.78,0.51,0.54,0.37,0.39,0,0,0.16,0.49,1,0.35,0.52,0.44,0.24,0.16,0.17,0.26,0.15,0.16,0.1,0.15,0.18,0.04,0.6,0.69,0.66,0.21,0.52,0.46,0.34,0.39,0.5,0.28,0.43,0.31,0.42,0.44,0.68,0.68,0.61,0.74,0.72,0.49,0.45,0.01,0.22,0.01,0.3,0.26,0.33,0.45,0.15,0.11,0.13,0.16,0.36,0.42,0.58,0.54,0.6,0.54,0.66,0.48,0.52,0.56,0,0.04,0.61,0.52,0.56,0.66,0.48,0.87,0.28,0.04,0.04,0.06,0.13,0.16,0.18,0.17,0.41,0.34,0.37,0,0,0.2,0.8,0.52,0.63,0.77,0.04,0.14,0,0.23
ElmwoodParkborough,0.01,0.42,0.02,0.91,0.21,0.16,0.29,0.4,0.26,0.68,0.03,1,0.44,0.51,0.08,0.64,0.7,0.13,0.58,0.46,0.44,0.43,0.4,0,0.38,0.45,0.44,0,0.07,0.51,0.56,0.23,0.29,0.51,0.53,0.2,0.4,0.3,0.24,0.4,0.31,0.29,0.44,0.74,0.76,0.84,0.65,0.43,0.46,0,0.06,0.02,0.29,0.31,0.33,0.34,0.4,0.38,0.36,0.35,0.49,0.31,0.17,0.18,0.46,0.48,0.45,0.55,0.1,0.48,0.5,0.01,0.92,0.54,0.04,0.36,0.23,0.07,0.15,0.53,0.48,0.42,0.46,0.51,0.66,0.53,0.31,0.54,1,0,0,0.59,0.59,0.8,0.77,0.77,0.01,0.56,0.26,0.05
VentnorCitycity,0,0.26,0.03,0.93,0.09,0.1,0.22,0.38,0.23,0.74,0.02,1,0.35,0.44,0.18,0.58,0.72,0.28,0.53,0.43,0.48,0.46,0.84,0.15,0.41,0.32,0.35,0.01,0.16,0.19,0.34,0.23,0.16,0.52,0.04,0.22,0.13,0.35,0.44,0.51,0.48,0.48,0.31,0.54,0.56,0.61,0.46,0.08,0.37,0,0.17,0.01,0.11,0.21,0.2,0.23,0.06,0.1,0.09,0.1,0.77,0.05,0.16,0.14,0.29,0.32,0.27,0.53,0.1,0.46,0.5,0.13,0,0.52,0.04,0.81,0.27,0.08,0,0.32,0.33,0.36,0.53,0.56,0.61,0.57,0.64,0.55,0.86,0,0,0.24,0.43,0.71,0.78,0.72,0,0.43,0.71,0.13
Rochestercity,0.36,0.34,0.61,0.41,0.11,0.16,0.41,0.6,0.39,0.36,0.37,1,0.18,0.42,0.11,0.37,0.43,0.81,0.42,0.2,0.22,0.3,0.21,0.17,0.17,0.18,0.21,0.48,0.62,0.38,0.54,0.29,0.58,0.41,0.57,0.58,0.48,0.37,0.73,0.79,0.72,0.75,0.5,0.06,0.11,0.08,0.03,0.41,0.38,0.55,1,0.1,0.35,0.37,0.42,0.46,0.15,0.14,0.15,0.15,0.76,0.16,0.37,0.26,0.33,0.43,0.3,0.32,0.13,0.6,0,0.4,0.7,0.3,0.73,0.4,0,0.47,0.3,0.14,0.12,0.09,0.32,0.31,0.32,0.31,0.84,0.51,0.78,0.17,0,0.18,0.71,0.44,0.78,0.76,0.1,0.54,0.6,0.48
Redmondcity,0.04,0.37,0.03,0.87,0.39,0.04,0.36,0.51,0.29,0.18,0.06,1,0.51,0.84,0.18,0.61,0.16,0.08,0.24,0.54,0.51,0.5,0.65,0.24,0.39,0.27,0.46,0.01,0.08,0.06,0.07,0.67,0.12,0.81,0.41,0.29,0.2,0.64,0.58,0.44,0.64,0.64,0.45,0.71,0.77,0.8,0.68,0.59,0.6,0.01,0.11,0.02,0.5,0.48,0.52,0.52,0.33,0.28,0.28,0.26,0.83,0.11,0.17,0.15,0.4,0.51,0.29,0.54,0.1,0.52,0.5,0.04,0.79,0.48,0.03,0.03,0.83,0.04,0.09,0.43,0.43,0.42,0.62,0.57,0.61,0.58,0.4,0.41,0.25,0,0,0.28,0.36,0.29,0.45,0.33,0.04,0.21,0.27,0.06
Placentiacity,0.05,0.67,0.04,0.64,0.5,0.46,0.52,0.61,0.45,0.2,0.07,1,0.65,0.82,0.22,0.56,0.2,0.2,0.35,0.62,0.47,0.53,0.37,0.29,0.36,0.27,0.35,0.03,0.19,0.33,0.3,0.48,0.23,0.72,0.58,0.32,0.33,0.54,0.36,0.55,0.49,0.44,0.68,0.69,0.67,0.79,0.68,0.55,0.55,0.02,0.28,0.05,0.46,0.52,0.59,0.64,0.62,0.62,0.63,0.63,0.53,0.6,0.55,0.55,0.72,0.65,0.8,0.54,0.45,0.43,0.5,0.02,0.92,0.58,0.02,0.1,0.69,0.05,0.16,0.66,0.69,0.63,0.81,0.74,0.88,0.75,0.51,0.53,0.11,0.01,0,0.57,0.43,0.53,0.64,0.67,0.02,0.52,0.08,0.14
Hobbscity,0.03,0.54,0.15,0.68,0.03,0.56,0.49,0.49,0.29,0.33,0,0,0.18,0.49,0.47,0.35,0.46,0.45,0.32,0.18,0.17,0.2,0.2,0.15,0.32,0.15,0.17,0.06,0.66,0.55,0.59,0.2,0.49,0.34,0.1,0.27,0.45,0.33,0.51,0.27,0.56,0.56,0.62,0.59,0.58,0.59,0.61,0.08,0,0.02,0.27,0.01,0.19,0.2,0.34,0.43,0.08,0.07,0.12,0.14,0.56,0.24,0.39,0.38,0.58,0.56,0.59,0.58,0.41,0.49,0.5,0.11,0.27,0.59,0.48,0.84,0.52,0.95,0.36,0.04,0.05,0.07,0.12,0.17,0.18,0.16,0.42,0.2,0.26,0.01,0,0.18,0.34,0.51,0.68,0.52,0.05,0.13,0.01,0.54
Montclairtownship,0.04,0.41,0.6,0.47,0.14,0.06,0.31,0.41,0.25,0.46,0.06,1,0.67,0.64,0.26,0.65,0.49,0.15,0.44,0.76,0.82,1,0.4,0.25,0.67,0.39,0.57,0.02,0.15,0.14,0.2,0.81,0.32,0.62,0.24,0.72,0.16,0.84,0.4,0.55,0.49,0.47,0.48,0.6,0.63,0.81,0.54,0.71,0.68,0.02,0.33,0.03,0.33,0.42,0.47,0.47,0.26,0.29,0.29,0.27,0.82,0.05,0.3,0.26,0.41,0.6,0.22,0.55,0.09,0.5,0.5,0.03,0.88,0.46,0.28,0.55,0,0.06,0.16,0.69,0.74,0.81,0.65,0.67,0.83,0.68,0.51,0.57,1,0.01,0.01,0.33,0.44,0.64,0.68,0.63,0.02,0.5,1,0.21
Cerescity,0.03,0.66,0.03,0.67,0.31,0.42,0.43,0.52,0.28,0.26,0.04,1,0.32,0.56,0.43,0.25,0.39,0.74,0.36,0.29,0.22,0.24,0.38,0.21,0.18,0.23,0.31,0.04,0.41,0.42,0.57,0.12,0.68,0.41,0.51,0.25,0.65,0.22,0.49,0.28,0.59,0.57,0.67,0.67,0.66,0.65,0.68,0.36,0.39,0.01,0.18,0.02,0.3,0.33,0.37,0.47,0.26,0.25,0.26,0.3,0.61,0.34,0.45,0.47,0.71,0.64,0.77,0.54,0.49,0.44,0.5,0.02,0.8,0.58,0.03,0.19,0.81,0.06,0.26,0.3,0.3,0.27,0.34,0.36,0.38,0.35,0.66,0.68,0.35,0,0,0.37,0.6,0.25,0.44,0.79,0.01,0.39,0.02,0.25
Corvalliscity,0.06,0.45,0.02,0.84,0.49,0.05,0.89,0.94,0.98,0.27,0,0,0.19,0.63,0.5,0.65,0.31,0.17,0.38,0.3,0.23,0.24,0.13,0.14,0.18,0.2,0.22,0.07,0.55,0.08,0.11,0.8,0.33,0.35,0.27,0.97,0.21,0.63,0.25,0.94,0.38,0.33,0.35,0.67,0.72,0.73,0.6,0.35,0.48,0.01,0.1,0.03,1,0.99,0.95,0.87,0.75,0.62,0.54,0.45,0.81,0.11,0.13,0.11,0.29,0.41,0.26,0.32,0.16,0.6,0,0.03,0.9,0.29,0.2,0.13,0.58,0.15,0.34,0.14,0.13,0.14,0.26,0.26,0.28,0.24,0.77,0.42,0.29,0.01,0.01,0.3,0.33,0.17,0.1,0.27,0.04,0.29,0.09,0.09
MenomoneeFallsvillage,0.03,0.48,0.01,0.99,0.03,0.01,0.31,0.39,0.23,0.36,0.04,1,0.51,0.71,0.31,0.81,0.42,0.09,0.53,0.48,0.41,0.39,0.22,0.52,0.26,0.52,0.45,0.01,0.06,0.23,0.24,0.31,0.15,0.68,0.63,0.34,0.39,0.41,0.22,0.31,0.23,0.23,0.47,0.86,0.87,0.86,0.71,0.75,0.75,0,0.04,0,0.04,0.05,0.08,0.09,0.01,0.01,0.01,0.01,0.95,0.02,0.15,0.17,0.52,0.58,0.23,0.83,0.04,0.24,0.5,0.01,0.94,0.78,0.1,0.3,0.48,0.01,0.08,0.21,0.18,0.15,0.41,0.39,0.42,0.39,0.38,0.36,0.47,0,0,0.07,0.88,0.76,0.62,0.87,0.09,0.07,0.04,0.04
NorthBergentownship,0.06,0.39,0.04,0.76,0.29,0.76,0.3,0.46,0.26,0.5,0.08,1,0.36,0.53,0.07,0.45,0.53,0.31,0.36,0.39,0.36,0.36,0.46,0.28,0.3,0.37,0.47,0.04,0.24,0.63,0.62,0.28,0.5,0.51,0.47,0.22,0.53,0.38,0.45,0.46,0.5,0.5,0.53,0.61,0.62,0.59,0.57,0.45,0.43,0.03,0.32,0.13,0.25,0.3,0.35,0.42,0.68,0.72,0.76,0.85,0.01,0.95,0.36,0.31,0.42,0.59,0.37,0.28,0.34,0.8,0,0.12,0.55,0.25,0.14,0.32,0.23,0.12,0.59,0.43,0.43,0.41,0.31,0.41,0.56,0.4,0.35,0.75,0.68,0.01,0,1,0.37,0.65,0.71,0.63,0.01,0.78,1,0.12
Mobilecity,0.3,0.41,0.76,0.38,0.06,0.02,0.46,0.51,0.35,0.44,0.31,1,0.18,0.46,0.16,0.33,0.53,0.4,0.47,0.21,0.25,0.37,0.17,0.17,0.18,0.25,0.37,0.39,0.59,0.31,0.43,0.34,0.61,0.36,0.27,0.57,0.36,0.45,0.59,0.48,0.65,0.66,0.51,0.36,0.35,0.37,0.31,0.55,0.51,0.29,0.62,0.03,0.56,0.56,0.57,0.55,0.08,0.07,0.07,0.06,0.94,0.04,0.29,0.25,0.42,0.46,0.39,0.5,0.18,0.46,0.5,0.39,0.64,0.49,0.52,0.56,0.5,0.38,0.25,0.08,0.09,0.11,0.1,0.15,0.16,0.17,0.5,0.31,0.4,0.12,0.04,0.06,0.74,0.58,0.8,0.69,0.34,0.14,0.09,0.44
Houmacity,0.03,0.55,0.49,0.56,0.05,0.02,0.44,0.48,0.3,0.38,0.05,1,0.13,0.35,0.19,0.31,0.54,0.63,0.42,0.15,0.16,0.22,0.11,0.06,0.18,0.12,0.3,0.07,0.7,0.66,0.66,0.19,0.55,0.23,0.1,0.49,0.47,0.34,0.54,0.39,0.53,0.56,0.63,0.49,0.44,0.37,0.46,0.19,0.08,0.04,0.46,0,0,0.06,0.11,0.33,0,0,0,0.01,0.77,0.07,0.43,0.41,0.58,0.57,0.58,0.57,0.33,0.47,0.5,0.04,0.72,0.57,0.51,0.78,0.48,0.52,0.37,0.08,0.08,0.09,0.07,0.12,0.14,0.16,0.62,0.43,0.4,0.03,0,0.02,0.93,0.66,0.93,0.92,0.04,0.19,0.01,0.6
Oviedocity,0,0.58,0.24,0.76,0.1,0.13,0.35,0.53,0.22,0.12,0.02,1,0.47,0.88,0.12,0.48,0.18,0.06,0.27,0.43,0.31,0.33,0.22,0,0.26,0.35,0.33,0.01,0.2,0.08,0.14,0.56,0.18,0.77,0.38,0.42,0.22,0.58,0.34,0.25,0.4,0.39,0.56,0.78,0.76,0.88,0.8,0.68,0.55,0,0.25,0,0.42,0.41,0.52,0.58,0.12,0.1,0.12,0.12,0.85,0.04,0.18,0.2,0.64,0.62,0.59,0.79,0.13,0.17,0.5,0.02,0.59,0.79,0.07,0.23,1,0.19,0.3,0.23,0.2,0.19,0.39,0.44,0.47,0.47,0.6,0.61,0.28,0,0,0.12,0.28,0.01,0,0,0.04,0.07,0,0.34
TerreHautecity,0.08,0.45,0.18,0.83,0.07,0.02,0.63,0.63,0.59,0.54,0.09,1,0.12,0.34,0.18,0.39,0.67,0.46,0.59,0.16,0.18,0.17,0.16,0.09,0.56,1,0.76,0.09,0.54,0.3,0.48,0.24,0.55,0.24,0.36,0.57,0.48,0.35,0.69,0.62,0.61,0.67,0.39,0.45,0.48,0.44,0.47,0.53,0.53,0.03,0.23,0.01,0.75,0.7,0.66,0.73,0.13,0.11,0.09,0.09,0.93,0.05,0.19,0.15,0.3,0.32,0.3,0.55,0.1,0.71,0,0.14,0.55,0.54,0.34,0.62,0,0.62,0.36,0.02,0.02,0.02,0.1,0.13,0.12,0.11,0.55,0.16,0.39,0.04,0,0.07,0.77,0.49,0.61,0.67,0.08,0.17,0.07,0.13
Ashlandtown,0,0.42,0.04,0.93,0.13,0.03,0.25,0.42,0.23,0.3,0.02,0.86,0.65,0.82,0.33,0.65,0.3,0.18,0.35,0.63,0.58,0.55,0.69,0.37,0.67,0.25,0.52,0,0.03,0.11,0.16,0.59,0.3,0.78,0.42,0.43,0.23,0.68,0.42,0.43,0.5,0.48,0.44,0.78,0.79,0.92,0.78,0.57,0.61,0,0.12,0.01,0.15,0.25,0.25,0.26,0.07,0.1,0.09,0.09,0.87,0.08,0.14,0.14,0.45,0.49,0.31,0.74,0.04,0.44,0.5,0.01,0.84,0.7,0.11,0.2,0.65,0.04,0.11,0.46,0.42,0.41,0.53,0.61,0.69,0.65,0.26,0.64,0.86,0,0,0.2,0.69,0.6,0.72,0.7,0.03,0.08,0.18,0.15
Arvadacity,0.13,0.48,0.01,0.92,0.12,0.14,0.43,0.45,0.27,0.22,0.14,1,0.45,0.76,0.37,0.57,0.26,0.13,0.39,0.44,0.36,0.35,0.31,0.24,0.26,0.38,0.43,0.05,0.15,0.1,0.18,0.4,0.3,0.73,0.36,0.35,0.31,0.47,0.51,0.32,0.56,0.56,0.49,0.69,0.72,0.71,0.66,0.66,0.74,0.02,0.13,0.02,0.43,0.37,0.39,0.44,0.1,0.08,0.07,0.08,0.89,0.06,0.19,0.19,0.52,0.55,0.41,0.71,0.07,0.3,0.5,0.09,0.81,0.68,0.6,0.37,0.69,0.09,0.12,0.22,0.19,0.17,0.35,0.34,0.43,0.33,0.47,0.5,0.26,0.01,0,0.1,0.49,0.57,0.61,0.72,0.06,0.34,0.17,0.11
Corcorancity,0.01,1,0.33,0.02,0.03,0.96,0.38,0.84,0.5,0.12,0,0,0.16,0.48,0.39,0.18,0.4,1,0.34,0.13,0.1,0.22,0.15,0.15,0.33,0.2,0.21,0.02,0.64,0.64,0.75,0.06,0.86,0,0.15,0.3,0.61,0.21,0.3,1,0.52,0.34,0.88,0.52,0.49,0.35,0.56,0.32,0.19,0.02,0.75,0.01,0.34,0.41,0.36,0.43,0.38,0.4,0.32,0.36,0.23,0.51,0.81,0.83,0.84,0.78,0.88,0.42,0.85,0.58,0,0.01,0.74,0.46,0.13,0.6,0.63,0.94,0.13,0.11,0.1,0.09,0.14,0.21,0.25,0.23,0.48,0.49,0.33,0,0,0.48,0.56,0.37,0.2,0.77,0.01,0.2,0.02,0.32
Hillsidetownship,0.02,0.6,0.79,0.28,0.24,0.25,0.41,0.48,0.32,0.39,0.03,1,0.49,0.73,0.04,0.44,0.45,0.29,0.4,0.49,0.39,0.42,0.39,0.15,0.32,0.43,0.48,0.01,0.15,0.4,0.49,0.26,0.39,0.64,0.41,0.36,0.57,0.32,0.32,0.5,0.38,0.37,0.65,0.64,0.59,0.68,0.68,0.72,0.72,0.02,0.44,0.03,0.2,0.3,0.38,0.44,0.29,0.38,0.45,0.47,0.51,0.41,0.42,0.42,0.66,0.69,0.52,0.73,0.18,0.39,0.5,0.01,0.89,0.7,0.09,0.57,0.13,0.12,0.28,0.35,0.34,0.32,0.53,0.52,0.57,0.55,0.42,0.64,0.71,0,0,0.62,0.55,0.77,0.69,0.8,0.01,0.65,0.47,0.38
Walpoletown,0.02,0.61,0.03,0.96,0.04,0.03,0.32,0.43,0.27,0.36,0.03,0.99,0.65,0.74,0.2,0.68,0.47,0.16,0.53,0.64,0.51,0.51,0.15,0.1,0.51,0.05,0.25,0,0.05,0.1,0.17,0.51,0.27,0.63,0.36,0.5,0.22,0.59,0.23,0.51,0.22,0.23,0.6,0.86,0.89,0.89,0.86,0.65,0.64,0,0.05,0.01,0.09,0.17,0.21,0.23,0.03,0.05,0.06,0.06,0.9,0.06,0.23,0.25,0.62,0.66,0.3,0.85,0.02,0.28,0.5,0.01,0.89,0.81,0.12,0.43,0.42,0.02,0.06,0.52,0.49,0.49,0.5,0.6,0.68,0.62,0.31,0.6,0.47,0,0,0.15,0.82,0.8,0.76,0.86,0.06,0.08,0.39,0.12
SanLeandrocity,0.09,0.28,0.11,0.61,0.85,0.28,0.24,0.37,0.22,0.66,0.11,1,0.4,0.44,0.18,0.53,0.62,0.25,0.83,0.43,0.43,0.43,0.47,0.29,0.35,0.41,0.47,0.03,0.12,0.25,0.34,0.26,0.31,0.47,0.33,0.29,0.41,0.36,0.63,0.39,0.6,0.64,0.35,0.58,0.59,0.78,0.51,0.56,0.6,0.02,0.12,0.08,0.28,0.33,0.43,0.47,0.33,0.35,0.41,0.41,0.59,0.26,0.21,0.18,0.31,0.35,0.28,0.51,0.24,0.63,0,0.05,0.88,0.49,0.02,0.23,0.35,0.1,0.14,0.52,0.5,0.49,0.61,0.59,0.66,0.57,0.51,0.63,0.22,0.01,0.01,0.51,0.54,0.61,0.77,0.76,0.04,0.43,0.52,0.37
Watertowntown,0.02,0.53,0.01,0.98,0.05,0.02,0.39,0.42,0.29,0.44,0.03,0.86,0.56,0.66,0.33,0.61,0.51,0.16,0.56,0.54,0.43,0.42,0.34,0.12,0.4,0.82,0.57,0,0.07,0.34,0.4,0.31,0.3,0.65,0.68,0.49,0.43,0.46,0.3,0.38,0.3,0.31,0.55,0.8,0.81,0.78,0.76,0.45,0.66,0,0.06,0.01,0.14,0.14,0.13,0.13,0.09,0.08,0.07,0.06,0.77,0.1,0.21,0.22,0.57,0.63,0.31,0.81,0.05,0.33,0.5,0.01,0.88,0.76,0.26,0.54,0.4,0.05,0.3,0.41,0.39,0.38,0.36,0.45,0.51,0.46,0.37,0.49,0.46,0,0,0.26,0.74,0.76,0.68,0.87,0.08,0.06,0.04,0.08
PleasantGrovecity,0.01,1,0,0.98,0.03,0.04,0.69,0.56,0.31,0.2,0.02,1,0.33,0.7,0.65,0.42,0.41,0.3,0.51,0.28,0.12,0.11,0,0.15,0.24,0.24,0.28,0.01,0.21,0.05,0.22,0.32,0.33,0.54,0.45,0.56,0.5,0.39,0.23,0.33,0.2,0.22,1,0.9,0.91,0.89,0.82,0.36,0.39,0,0.05,0,0.45,0.48,0.44,0.47,0.04,0.04,0.03,0.03,0.94,0.04,1,1,1,1,0.92,0.79,0.33,0.24,0.5,0,0.94,0.77,0.82,0.62,0.67,0.2,0.3,0.13,0.12,0.11,0.22,0.2,0.24,0.23,0.37,0.54,0.25,0,0,0.04,0.82,0.69,0.8,0.77,0.02,0.16,0.09,0.04
PeachtreeCitycity,0.01,0.65,0.08,0.89,0.2,0.04,0.48,0.36,0.2,0.18,0,0,0.69,0.8,0.28,0.66,0.23,0.03,0.4,0.62,0.48,0.47,0.29,0,0.43,0.74,0.47,0,0.04,0.07,0.07,0.62,0.23,0.6,0.33,0.23,0.12,0.63,0.16,0.19,0.26,0.22,0.62,0.89,0.92,0.92,0.74,0.19,0.31,0,0.08,0.01,0.96,0.91,0.8,0.74,0.31,0.26,0.21,0.17,0.9,0.05,0.17,0.2,0.71,0.71,0.57,0.83,0.04,0.12,0.5,0.02,0.81,0.81,0,0.28,0.94,0.02,0.08,0.27,0.28,0.28,0.51,0.55,0.63,0.62,0.43,0.56,0.35,0,0,0.13,0.22,0.2,0,0,0.07,0.07,0.01,0
Avontown,0.01,0.41,0.02,0.96,0.09,0.01,0.29,0.27,0.18,0.42,0.01,0.58,0.91,0.71,0.33,0.91,0.38,0.05,0.46,0.96,1,0.98,0.72,0,0.66,0.32,0.31,0,0.02,0.1,0.1,0.86,0.06,0.62,0.26,0.55,0.08,0.87,0.24,0.27,0.22,0.23,0.39,0.96,0.98,0.94,0.87,0.3,0.3,0,0.01,0.01,0.24,0.37,0.4,0.43,0.1,0.13,0.13,0.13,0.89,0.04,0.09,0.11,0.44,0.47,0.2,0.87,0.01,0.31,0.5,0.02,0.77,0.83,0,0.44,0.71,0.03,0.06,0.61,0.68,0.79,0.83,0.78,0.95,0.83,0.52,0.6,0.46,0,0,0.17,0.43,0.57,0.63,0.45,0.07,0.05,0.08,0.02
Jeffersontownship,0.01,0.53,0.01,0.98,0.05,0.04,0.34,0.43,0.24,0.24,0.01,0.44,0.61,0.81,0.13,0.61,0.28,0.12,0.4,0.57,0.5,0.49,0.38,0.54,0.33,0.85,0.71,0,0.05,0.17,0.2,0.4,0.13,0.77,0.32,0.36,0.3,0.48,0.38,0.35,0.32,0.36,0.55,0.86,0.86,0.92,0.59,0.42,0.52,0,0.05,0.01,0.02,0.06,0.11,0.11,0.01,0.02,0.03,0.02,0.88,0.05,0.18,0.2,0.58,0.58,0.37,0.88,0.05,0.38,0.5,0.04,0.54,0.86,0.19,0.98,0.46,0.07,0.58,0.41,0.4,0.38,0.63,0.63,0.78,0.74,0.59,0.68,0.83,0,0,0.13,0.72,0.74,0.68,0.82,0.12,0.04,0.12,0.03
Anchoragecity,0.35,0.48,0.13,0.71,0.3,0.07,0.41,0.54,0.32,0.08,0.35,0.98,0.53,0.86,0.39,0.89,0.1,0.3,0.32,0.53,0.5,0.53,0.36,0.19,0.31,0.43,0.47,0.14,0.18,0.09,0.14,0.43,0.4,0.75,0.04,0.42,0.22,0.52,0.71,0.45,0.7,0.72,0.54,0.63,0.66,0.65,0.66,0.48,0.53,0.1,0.27,0.09,0.38,0.45,0.53,0.54,0.16,0.16,0.17,0.16,0.84,0.09,0.27,0.24,0.5,0.55,0.47,0.43,0.22,0.52,0.5,0.61,0.49,0.42,0.45,0.54,0.77,0.2,0.32,0.24,0.25,0.26,0.47,0.49,0.62,0.46,0.4,0.54,0.18,0.18,0.08,0.17,0.2,0.3,0.46,0.28,1,0.01,0.14,0.36
