"Grant_Application_ID"	"RFCD_Code"	"RFCD_Percentage"	"SEO_Code"	"SEO_Percentage"	"Person_ID"	"Role"	"Year_of_Birth"	"Country_of_Birth"	"Home_Language"	"Dept_No"	"Faculty_No"	"With_PHD"	"No_of_Years_in_Uni_at_Time_of_Grant"	"Number_of_Successful_Grant"	"Number_of_Unsuccessful_Grant"	"A2"	"A"	"B"	"C"	"Grant_Status"	"Sponsor_Code"	"Contract_Value_Band"	"Grant_Category_Code"
6945	""	""	"SEO730102"	30	""	"EXT_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	0	"Sponsor4D"	"ContractValueBandJ"	"GrantCat10A"
6946	"RFCD321011"	70	"SEO730107"	80	74827	"CHIEF_INVESTIGATOR"	"1955"	"Australia"	"English"	"Dept2768"	"Faculty25"	"Yes"	"Duration10to15"	0	2	24	46	22	6	0	"Sponsor4D"	"ContractValueBandJ"	"GrantCat10A"
6946	"RFCD329999"	10	""	""	""	"EXT_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	0	"Sponsor4D"	"ContractValueBandJ"	"GrantCat10A"
6946	"RFCD270299"	20	"SEO730108"	20	64777	"CHIEF_INVESTIGATOR"	"1940"	"Australia"	""	"Dept2813"	"Faculty25"	""	"DurationGT15"	1	11	0	0	0	0	0	"Sponsor4D"	"ContractValueBandJ"	"GrantCat10A"
6947	"RFCD321021"	100	"SEO730211"	100	74527	"CHIEF_INVESTIGATOR"	"1950"	"Australia"	""	"Dept2533"	"Faculty25"	"Yes"	"Duration10to15"	1	1	24	86	42	32	0	"Sponsor4D"	"ContractValueBandJ"	"GrantCat10A"
6948	"RFCD321206"	50	"SEO730219"	33.3	""	"STUD_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	0	"Sponsor34B"	"ContractValueBandUnk"	"GrantCat30C"
6948	"RFCD330101"	50	"SEO730204"	33.3	70322	"CHIEF_INVESTIGATOR"	"1945"	"EasternEurope"	""	"Dept2298"	"Faculty46"	"Yes"	"DurationGT15"	1	5	0	0	7	16	0	"Sponsor34B"	"ContractValueBandUnk"	"GrantCat30C"
6949	"RFCD320202"	100	"SEO730101"	100	39807	"CHIEF_INVESTIGATOR"	"1975"	"Australia"	""	"Dept2628"	"Faculty25"	"Yes"	"Duration0to5"	1	0	0	1	0	0	1	"Sponsor4D"	"ContractValueBandE"	"GrantCat10A"
6950	"RFCD321016"	100	"SEO730111"	100	25662	"CHIEF_INVESTIGATOR"	"1975"	"Australia"	""	"Dept3273"	"Faculty31"	"Yes"	"Duration0to5"	2	3	13	5	5	0	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
6951	"RFCD380102"	100	"SEO730104"	70	55127	"CHIEF_INVESTIGATOR"	"1965"	"Australia"	""	"Dept2563"	"Faculty25"	""	"Duration5to10"	1	1	1	0	0	0	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
6952	"RFCD321208"	50	"SEO730299"	70	76237	"CHIEF_INVESTIGATOR"	"1960"	"GreatBritain"	"English"	"Dept2923"	"Faculty25"	"Yes"	"Duration10to15"	4	5	3	6	10	2	0	"Sponsor69A"	"ContractValueBandA"	"GrantCat30B"
6952	"RFCD321206"	25	"SEO730213"	30	""	"EXT_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	0	"Sponsor69A"	"ContractValueBandA"	"GrantCat30B"
6953	"RFCD321015"	100	"SEO730108"	100	""	"EXT_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	1	"Sponsor4D"	"ContractValueBandE"	"GrantCat10A"
6954	"RFCD321402"	100	"SEO730303"	100	749572	"CHIEF_INVESTIGATOR"	"1975"	"Australia"	""	"Dept2178"	"Faculty19"	"Yes"	"Duration0to5"	2	1	3	2	1	1	1	"Sponsor28D"	"ContractValueBandA"	"GrantCat30B"
6954	""	""	""	""	493697	"CHIEF_INVESTIGATOR"	"1960"	"AsiaPacific"	""	"Dept2178"	"Faculty19"	"Yes"	"Duration0to5"	3	2	0	0	0	0	1	"Sponsor28D"	"ContractValueBandA"	"GrantCat30B"
6954	""	""	""	""	""	"EXT_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	1	"Sponsor28D"	"ContractValueBandA"	"GrantCat30B"
6954	""	""	""	""	""	"EXT_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	1	"Sponsor28D"	"ContractValueBandA"	"GrantCat30B"
6955	"RFCD321024"	100	"SEO730114"	100	25217	"CHIEF_INVESTIGATOR"	"1965"	"GreatBritain"	""	"Dept2563"	"Faculty25"	"Yes"	"Duration5to10"	3	4	16	14	7	2	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
6956	"RFCD321010"	100	"SEO730101"	20	""	"EXT_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
6957	"RFCD321013"	100	"SEO730104"	65	713112	"CHIEF_INVESTIGATOR"	"1975"	""	""	"Dept2578"	"Faculty25"	""	"Duration0to5"	0	3	0	0	0	0	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
6958	"RFCD321204"	100	"SEO730211"	100	915122	"CHIEF_INVESTIGATOR"	"1980"	""	""	"Dept2538"	"Faculty25"	""	"Duration0to5"	0	1	0	0	0	0	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
6959	"RFCD321010"	100	"SEO730101"	100	145367	"CHIEF_INVESTIGATOR"	"1965"	"Australia"	""	"Dept2548"	"Faculty25"	"Yes"	"Duration0to5"	5	7	1	2	7	1	1	"Sponsor24D"	"ContractValueBandB"	"GrantCat30B"
6960	"RFCD321015"	100	"SEO730108"	90	805682	"CHIEF_INVESTIGATOR"	"1970"	""	""	"Dept2498"	"Faculty25"	""	"Duration0to5"	0	1	0	0	0	0	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
6961	"RFCD321015"	100	"SEO730108"	50	""	"EXT_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
6962	"RFCD321026"	100	"SEO730116"	80	75992	"CHIEF_INVESTIGATOR"	"1965"	"AsiaPacific"	""	"Dept2893"	"Faculty25"	"Yes"	"Duration5to10"	2	2	1	10	2	0	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
6963	"RFCD300507"	40	"SEO630101"	65	22202	"CHIEF_INVESTIGATOR"	"1970"	"Australia"	""	"Dept1258"	"Faculty34"	"Yes"	"Duration0to5"	0	2	0	2	0	0	1	"SponsorUnk"	"ContractValueBandA"	"GrantCatUnk"
6964	"RFCD321401"	100	"SEO730105"	80	54922	"CHIEF_INVESTIGATOR"	"1970"	"Australia"	""	"Dept2678"	"Faculty25"	""	"DurationLT0"	2	9	5	3	0	0	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
6965	"RFCD320799"	100	"SEO730104"	100	25117	"CHIEF_INVESTIGATOR"	"1970"	"Australia"	""	"Dept2763"	"Faculty25"	"Yes"	"DurationLT0"	2	1	3	15	3	5	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
6966	"RFCD321027"	100	"SEO730110"	60	31967	"CHIEF_INVESTIGATOR"	"1970"	"Australia"	""	"Dept2668"	"Faculty25"	"Yes"	"Duration5to10"	3	4	9	5	4	2	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
6967	""	""	"SEO730103"	25	""	"EXT_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
6967	"RFCD321008"	100	"SEO730203"	25	1125477	"CHIEF_INVESTIGATOR"	"1960"	""	""	"Dept4153"	"Faculty64"	""	"Duration0to5"	0	2	0	0	0	0	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
6968	"RFCD321015"	100	"SEO730108"	100	938787	"CHIEF_INVESTIGATOR"	"1970"	"AsiaPacific"	""	"Dept2603"	"Faculty25"	"Yes"	"Duration0to5"	1	1	0	0	0	0	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
6969	"RFCD321003"	100	"SEO730106"	40	889197	"CHIEF_INVESTIGATOR"	"1975"	"GreatBritain"	""	"Dept2713"	"Faculty25"	"Yes"	"Duration0to5"	0	3	5	1	2	2	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
6970	"RFCD321030"	50	"SEO730101"	35	30527	"CHIEF_INVESTIGATOR"	"1960"	"Australia"	""	"Dept2523"	"Faculty25"	"Yes"	"Duration5to10"	4	1	0	0	0	0	1	"Sponsor63C"	"ContractValueBandC"	"GrantCat20A"
6970	"RFCD321202"	50	"SEO730201"	35	9107	"CHIEF_INVESTIGATOR"	"1965"	"Australia"	""	"Dept2523"	"Faculty25"	"Yes"	"Duration5to10"	4	1	3	8	21	15	1	"Sponsor63C"	"ContractValueBandC"	"GrantCat20A"
6971	"RFCD321015"	100	"SEO730108"	100	""	"EXT_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
6972	"RFCD270199"	100	"SEO730104"	25	755517	"CHIEF_INVESTIGATOR"	"1975"	"WesternEurope"	"OtherLang"	"Dept2538"	"Faculty25"	"Yes"	"Duration0to5"	1	5	3	2	1	2	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
6973	"RFCD320799"	100	"SEO730107"	40	84587	"CHIEF_INVESTIGATOR"	"1965"	"Australia"	""	"Dept2668"	"Faculty25"	""	"DurationUnk"	1	1	9	4	2	1	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
6974	"RFCD320799"	100	"SEO730104"	100	449137	"CHIEF_INVESTIGATOR"	"1970"	"Australia"	""	"Dept2538"	"Faculty25"	"Yes"	"Duration0to5"	1	5	4	2	1	1	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
6975	"RFCD321204"	100	"SEO730211"	40	24892	"CHIEF_INVESTIGATOR"	"1965"	"Australia"	""	"Dept2768"	"Faculty25"	"Yes"	"Duration5to10"	0	2	1	12	8	1	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
6976	"RFCD321027"	100	"SEO730110"	100	77067	"CHIEF_INVESTIGATOR"	"1970"	"Australia"	"English"	"Dept2668"	"Faculty25"	"Yes"	"Duration5to10"	2	3	8	5	7	0	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
6977	""	""	""	""	493697	"CHIEF_INVESTIGATOR"	"1960"	"AsiaPacific"	""	"Dept2178"	"Faculty19"	"Yes"	"Duration0to5"	3	2	0	0	0	0	0	"Sponsor28D"	"ContractValueBandA"	"GrantCat30B"
6977	""	""	""	""	""	"EXT_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	0	"Sponsor28D"	"ContractValueBandA"	"GrantCat30B"
6977	"RFCD321402"	100	"SEO730303"	100	749572	"CHIEF_INVESTIGATOR"	"1975"	"Australia"	""	"Dept2178"	"Faculty19"	"Yes"	"Duration0to5"	2	1	3	2	1	1	0	"Sponsor28D"	"ContractValueBandA"	"GrantCat30B"
6977	""	""	""	""	""	"EXT_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	0	"Sponsor28D"	"ContractValueBandA"	"GrantCat30B"
6978	"RFCD270105"	100	"SEO670403"	50	75747	"CHIEF_INVESTIGATOR"	"1970"	"Australia"	""	"Dept2668"	"Faculty25"	"Yes"	"Duration5to10"	0	2	2	2	2	1	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
6979	"RFCD321023"	100	"SEO670403"	40	32437	"CHIEF_INVESTIGATOR"	"1970"	"Australia"	""	"Dept2653"	"Faculty25"	""	"Duration0to5"	0	1	2	0	0	0	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
6980	"RFCD321015"	100	"SEO730108"	100	802167	"PRINCIPAL_SUPERVISOR"	"1975"	""	""	"Dept2603"	"Faculty25"	""	"Duration0to5"	3	4	1	0	0	0	1	"Sponsor4D"	"ContractValueBandE"	"GrantCat10A"
6981	"RFCD320405"	100	"SEO780105"	45	940427	"CHIEF_INVESTIGATOR"	"1975"	"EasternEurope"	""	"Dept1258"	"Faculty34"	""	"DurationLT0"	0	1	0	0	2	0	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
6982	"RFCD320202"	100	"SEO780105"	50	803052	"CHIEF_INVESTIGATOR"	"1970"	""	""	"Dept2653"	"Faculty25"	""	"Duration0to5"	1	1	0	0	0	0	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
6983	"RFCD320299"	100	"SEO730102"	100	47257	"CHIEF_INVESTIGATOR"	"1975"	"Australia"	""	"Dept2628"	"Faculty25"	"Yes"	"Duration5to10"	2	2	2	2	0	0	1	"Sponsor4D"	"ContractValueBandE"	"GrantCat10A"
6984	"RFCD321004"	100	"SEO730105"	100	72037	"CHIEF_INVESTIGATOR"	"1970"	"Australia"	""	"Dept2713"	"Faculty25"	"Yes"	"Duration5to10"	5	9	9	6	7	0	1	"Sponsor4D"	"ContractValueBandF"	"GrantCat10A"
6985	"RFCD321010"	100	"SEO730101"	50	655457	"CHIEF_INVESTIGATOR"	"1970"	"Australia"	""	"Dept2628"	"Faculty25"	"Yes"	"Duration0to5"	1	5	2	5	4	0	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
6986	"RFCD321003"	100	"SEO730106"	100	8732	"CHIEF_INVESTIGATOR"	"1965"	"Australia"	""	"Dept2713"	"Faculty25"	"Yes"	"Duration10to15"	2	4	2	5	2	0	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
6987	"RFCD320704"	100	"SEO730104"	100	89582	"CHIEF_INVESTIGATOR"	"1970"	"SouthAfrica"	""	"Dept2538"	"Faculty25"	"Yes"	"DurationLT0"	1	2	3	1	1	0	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
6988	"RFCD291004"	60	"SEO700102"	40	81117	"CHIEF_INVESTIGATOR"	"1950"	"GreatBritain"	"English"	"Dept2253"	"Faculty19"	""	"DurationLT0"	1	4	10	22	15	4	1	"SponsorUnk"	"ContractValueBandA"	"GrantCatUnk"
6989	"RFCD249903"	100	"SEO730104"	100	""	"EXT_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
6990	"RFCD320702"	100	"SEO730104"	100	7512	"CHIEF_INVESTIGATOR"	"1960"	"Australia"	""	"Dept2538"	"Faculty25"	"Yes"	"DurationLT0"	0	4	1	5	2	1	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
6991	"RFCD320702"	100	"SEO730104"	100	982527	"CHIEF_INVESTIGATOR"	"1975"	""	""	"Dept2538"	"Faculty25"	""	"Duration0to5"	1	0	0	0	0	0	1	"Sponsor4D"	"ContractValueBandE"	"GrantCat10A"
6992	"RFCD320702"	100	"SEO730104"	100	""	"EXT_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
6993	"RFCD321010"	100	"SEO730101"	60	106282	"CHIEF_INVESTIGATOR"	"1965"	"AsiaPacific"	"English"	"Dept2628"	"Faculty25"	"Yes"	"Duration0to5"	1	4	9	4	5	2	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
6994	"RFCD320206"	100	"SEO730108"	80	""	"EXT_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
6995	"RFCD320206"	100	"SEO730108"	100	12892	"CHIEF_INVESTIGATOR"	"1965"	"Australia"	""	"Dept2653"	"Faculty25"	""	"Duration10to15"	4	2	11	5	1	0	1	"Sponsor4D"	"ContractValueBandF"	"GrantCat10A"
6996	"RFCD321015"	100	"SEO730108"	100	""	"Unk"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
6997	"RFCD270106"	100	"SEO730108"	90	30772	"CHIEF_INVESTIGATOR"	"1970"	"Australia"	""	"Dept2603"	"Faculty25"	""	"Duration5to10"	5	1	6	2	0	0	1	"Sponsor4D"	"ContractValueBandF"	"GrantCat10A"
6998	"RFCD321204"	100	"SEO730211"	60	26667	"CHIEF_INVESTIGATOR"	"1965"	"Australia"	""	"Dept2768"	"Faculty25"	"Yes"	"Duration0to5"	0	1	2	8	2	0	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
6999	""	""	"SEO730103"	25	""	"EXT_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
6999	"RFCD321008"	100	"SEO730203"	25	1125477	"CHIEF_INVESTIGATOR"	"1960"	""	""	"Dept4153"	"Faculty64"	""	"Duration0to5"	0	2	0	0	0	0	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
7000	"RFCD270501"	33	"SEO770702"	25	""	"EXT_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	1	"Sponsor34B"	"ContractValueBandA"	"GrantCat30C"
7000	""	""	"SEO770703"	25	""	"STUDRES"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	1	"Sponsor34B"	"ContractValueBandA"	"GrantCat30C"
7000	"RFCD270203"	33	"SEO770502"	25	90352	"CHIEF_INVESTIGATOR"	"1970"	"Australia"	""	"Dept3028"	"Faculty31"	"Yes"	"Duration0to5"	0	0	0	8	7	3	1	"Sponsor34B"	"ContractValueBandA"	"GrantCat30C"
7000	"RFCD270704"	34	"SEO770503"	25	500142	"CHIEF_INVESTIGATOR"	"1975"	"Australia"	""	"Dept3268"	"Faculty31"	"Yes"	"Duration0to5"	1	0	8	8	9	2	1	"Sponsor34B"	"ContractValueBandA"	"GrantCat30C"
7001	"RFCD320299"	100	"SEO730101"	20	643862	"CHIEF_INVESTIGATOR"	"1980"	"Australia"	""	"Dept1258"	"Faculty34"	"Yes"	"Duration0to5"	0	6	2	1	1	0	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
7002	"RFCD321207"	70	"SEO730206"	70	958232	"CHIEF_INVESTIGATOR"	"1980"	"Australia"	""	"Dept2923"	"Faculty25"	""	"DurationLT0"	0	1	0	0	0	0	0	"Sponsor307C"	"ContractValueBandA"	"GrantCat30B"
7003	"RFCD320206"	100	"SEO730108"	100	148087	"CHIEF_INVESTIGATOR"	"1950"	"Australia"	""	"Dept2653"	"Faculty25"	""	"Duration0to5"	2	6	8	3	0	0	1	"Sponsor4D"	"ContractValueBandF"	"GrantCat10A"
7004	"RFCD321028"	100	"SEO730114"	100	20937	"CHIEF_INVESTIGATOR"	"1970"	"Australia"	""	"Dept2763"	"Faculty25"	"Yes"	"Duration5to10"	0	9	4	7	2	0	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
7005	"RFCD321004"	100	"SEO730105"	45	14957	"CHIEF_INVESTIGATOR"	"1975"	"Australia"	"English"	"Dept2713"	"Faculty25"	"Yes"	"Duration10to15"	2	6	5	2	5	2	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
7006	"RFCD320405"	100	"SEO730101"	100	77342	"CHIEF_INVESTIGATOR"	"1965"	"Australia"	""	"Dept2763"	"Faculty25"	"Yes"	"Duration5to10"	3	2	8	5	1	0	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
7007	"RFCD321005"	100	"SEO730105"	60	147857	"CHIEF_INVESTIGATOR"	"1975"	"Australia"	""	"Dept2678"	"Faculty25"	""	"DurationLT0"	2	11	0	0	1	0	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
7008	"RFCD321206"	50	"SEO730219"	33	""	"STUD_CHIEF_INVESTIGATOR"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	0	"Sponsor310B"	"ContractValueBandA"	"GrantCat30C"
7008	"RFCD330101"	50	"SEO730204"	33	70322	"CHIEF_INVESTIGATOR"	"1945"	"EasternEurope"	""	"Dept2298"	"Faculty46"	"Yes"	"DurationGT15"	1	6	0	0	7	16	0	"Sponsor310B"	"ContractValueBandA"	"GrantCat30C"
7009	"RFCD320799"	100	"SEO730104"	50	728002	"CHIEF_INVESTIGATOR"	"1975"	""	""	"Dept2653"	"Faculty25"	""	"Duration0to5"	2	4	1	3	0	2	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
7010	""	""	""	""	""	"STUDRES"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	1	"SponsorUnk"	"ContractValueBandA"	"GrantCatUnk"
7010	"RFCD291001"	100	"SEO780101"	100	16302	"CHIEF_INVESTIGATOR"	"1960"	"Australia"	""	"Dept2253"	"Faculty19"	"Yes"	"DurationGT15"	0	0	0	0	2	0	1	"SponsorUnk"	"ContractValueBandA"	"GrantCatUnk"
7011	"RFCD321015"	100	"SEO730301"	50	31707	"PRINCIPAL_SUPERVISOR"	"1965"	"Australia"	""	"Dept2558"	"Faculty25"	""	"Duration5to10"	2	4	6	6	2	7	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
7012	"RFCD320799"	100	"SEO730203"	60	89627	"CHIEF_INVESTIGATOR"	"1975"	"Australia"	""	"Dept2653"	"Faculty25"	"Yes"	"Duration0to5"	1	4	2	3	2	0	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
7013	"RFCD321299"	100	"SEO730101"	35	9107	"CHIEF_INVESTIGATOR"	"1965"	"Australia"	""	"Dept2523"	"Faculty25"	"Yes"	"Duration5to10"	4	1	3	8	21	15	1	"Sponsor4D"	"ContractValueBandE"	"GrantCat10A"
7014	"RFCD321202"	100	"SEO730212"	50	132927	"CHIEF_INVESTIGATOR"	"1970"	"Australia"	""	"Dept2523"	"Faculty25"	"Yes"	"Duration0to5"	2	1	6	12	2	1	1	"Sponsor4D"	"ContractValueBandE"	"GrantCat10A"
7015	"RFCD320202"	100	"SEO730102"	100	149107	"CHIEF_INVESTIGATOR"	"1975"	"Australia"	"English"	"Dept2628"	"Faculty25"	""	"DurationLT0"	3	2	6	6	0	3	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
7016	"RFCD330199"	100	"SEO749999"	100	11747	"CHIEF_INVESTIGATOR"	"1960"	"Australia"	""	"Dept2298"	"Faculty46"	"Yes"	"Duration5to10"	0	0	1	1	3	0	1	"SponsorUnk"	"ContractValueBandA"	"GrantCatUnk"
7017	"RFCD320207"	100	"SEO730104"	100	869497	"CHIEF_INVESTIGATOR"	"1975"	"AsiaPacific"	""	"Dept2628"	"Faculty25"	"Yes"	"Duration0to5"	2	0	3	1	0	0	1	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
7018	"RFCD320206"	100	"SEO730108"	80	""	"Unk"	""	""	""	""	""	""	"DurationUnk"	""	""	""	""	""	""	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
7019	"RFCD321010"	100	"SEO730101"	100	145367	"CHIEF_INVESTIGATOR"	"1965"	"Australia"	""	"Dept2548"	"Faculty25"	"Yes"	"Duration0to5"	5	7	1	2	7	1	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
7020	"RFCD270106"	100	"SEO730108"	100	127397	"CHIEF_INVESTIGATOR"	"1975"	"Australia"	""	"Dept2713"	"Faculty25"	""	"DurationUnk"	0	4	1	1	2	0	0	"Sponsor4D"	"ContractValueBandUnk"	"GrantCat10A"
7021	"RFCD270106"	100	"SEO730108"	70	803057	"CHIEF_INVESTIGATOR"	"1970"	""	""	"Dept2653"	"Faculty25"	""	"Duration0to5"	2	1	2	1	1	0	1	"Sponsor4D"	"ContractValueBandF"	"GrantCat10A"
7022	"RFCD270107"	100	"SEO730211"	50	537	"CHIEF_INVESTIGATOR"	"1965"	"Australia"	""	"Dept2653"	"Faculty25"	"Yes"	"Duration10to15"	3	3	19	19	19	5	1	"Sponsor68D"	"ContractValueBandC"	"GrantCat30C"
7022	""	""	"SEO730104"	50	651607	"CHIEF_INVESTIGATOR"	"1980"	"Australia"	""	"Dept2653"	"Faculty25"	"Yes"	"Duration0to5"	0	1	0	0	0	0	1	"Sponsor68D"	"ContractValueBandC"	"GrantCat30C"
7023	"RFCD320799"	100	"SEO730104"	100	110437	"CHIEF_INVESTIGATOR"	"1975"	"Australia"	""	"Dept2653"	"Faculty25"	"Yes"	"Duration0to5"	0	1	1	1	0	0	0	"Sponsor68D"	"ContractValueBandC"	"GrantCat30C"
7024	"RFCD270105"	35	"SEO730108"	50	30772	"CHIEF_INVESTIGATOR"	"1970"	"Australia"	""	"Dept2603"	"Faculty25"	""	"Duration5to10"	6	1	6	2	0	0	1	"Sponsor302B"	"ContractValueBandC"	"GrantCat30C"
7025	"RFCD321204"	100	"SEO730211"	100	65712	"CHIEF_INVESTIGATOR"	"1950"	"WesternEurope"	""	"Dept2523"	"Faculty25"	""	"DurationGT15"	2	6	3	3	8	11	1	"SponsorUnk"	"ContractValueBandA"	"GrantCatUnk"
7025	""	""	""	""	301472	"CHIEF_INVESTIGATOR"	"1950"	"Australia"	""	"Dept2533"	"Faculty25"	"Yes"	"Duration0to5"	7	5	0	0	0	0	1	"SponsorUnk"	"ContractValueBandA"	"GrantCatUnk"
7026	"RFCD321204"	100	"SEO730211"	100	65712	"CHIEF_INVESTIGATOR"	"1950"	"WesternEurope"	""	"Dept2523"	"Faculty25"	""	"DurationGT15"	2	6	3	3	8	11	1	"SponsorUnk"	"ContractValueBandA"	"GrantCatUnk"
7026	""	""	""	""	301472	"CHIEF_INVESTIGATOR"	"1950"	"Australia"	""	"Dept2533"	"Faculty25"	"Yes"	"Duration0to5"	7	5	0	0	0	0	1	"SponsorUnk"	"ContractValueBandA"	"GrantCatUnk"
7027	"RFCD320799"	100	"SEO730104"	100	110437	"CHIEF_INVESTIGATOR"	"1975"	"Australia"	""	"Dept2653"	"Faculty25"	"Yes"	"Duration0to5"	0	1	1	1	0	0	1	"Sponsor68D"	"ContractValueBandC"	"GrantCat30C"
7028	""	""	"SEO730104"	50	651607	"CHIEF_INVESTIGATOR"	"1980"	"Australia"	""	"Dept2653"	"Faculty25"	"Yes"	"Duration0to5"	0	1	0	0	0	0	0	"Sponsor68D"	"ContractValueBandC"	"GrantCat30C"
7028	"RFCD270107"	100	"SEO730211"	50	537	"CHIEF_INVESTIGATOR"	"1965"	"Australia"	""	"Dept2653"	"Faculty25"	"Yes"	"Duration10to15"	3	3	19	19	19	5	0	"Sponsor68D"	"ContractValueBandC"	"GrantCat30C"
7029	"RFCD321204"	50	"SEO730211"	40	918922	"CHIEF_INVESTIGATOR"	"1975"	"Australia"	""	"Dept2923"	"Faculty25"	"Yes"	"Duration0to5"	0	2	0	0	0	5	0	"Sponsor97A"	"ContractValueBandA"	"GrantCat30B"
